content,sentiment
aplikasi sampah buang duit rakyat aja halah,0
sampah gk fungsi sama sekali,0
asli busuk banget smpe pulsa hbis gk verti otp,0
useless,0
aplikasi busuk,0
syarat lengkap cepat,1
bad,0
plis laah layan tingkatin lagi mau login akun susah banget udah nunggu lama eh kata admin ma sibuk hmmmm,0
aplikasi sampah negara bayar lu pake uang bikin aplikasi begini aja ga becus,0
jos,1
,1
bulan juni kalau juli kemarin aku unduh apk karna lupa efin mudah nunggu email buat nerima kode nya laaaamaaaaaaa bangtt gak masuk malah kali coba hari brikutnya sama pilih kirim pakai nomor gak bisa trus pasrah hapus apk trus sekarang iseng eh bisaa cepet kaya bulan kemarin lancar lihat kartu npwp online ku terimakasih update layan sayaa sangaattt terbantuuu terimakasih,1
mau minta efin kagak bisa2 selalu keluar sendiri aplikasi,0
aplikasi sampaaaaaaah,0
apus aja sampah,0
susah daftar,0
enggak login mau isi informasi akun yg benar tetap enggak login coba pakai cara password situs enggak akses aplikasi apa,0
baru beberapa menit instal apk ini mau masuk lapor suruh update update apa,0
otp nya susah masuk sekali masuk gagal bang solusi gimana,0
ga banget gabisa buka web apa lambat bgt aplikasi,0
sengaja aplikasi eror baik agar masyarakat bayar buat buat,0
bug pelihara aplikasi tolol otp udah benar ma salah trs,0
aplikasi ga jelas buang buang pulsa doang padahal ngetik captcha benar salah aja,0
aplikasi sangat bantu alias bodoh,0
g klik tuh menu daftar buang2 anggar negara bikin aplikasi sampah harus mudah urus income perintah malqh bikin masyarakat jadi male,0
gada guna link gabisa akses wkwkwk,0
,1
via aplikasi lelet via web lelet bintang 1,0
aplikasi ga jelas lebih banyak error benernya,0
aplikasi guna pake wifi ga pake data ga jelek banget aplikasi nya,0
parah aplikasi gak jelas,0
alhamdulillah lewat aplikasi ini sy npwp dengar mudah no efin kartu terima kasih atas bantu layan,1
kata sandi nik benar kali kali gagal login gilir tiba tiba log out sendiri gimana padan npwp nik kalo bom siap buat aplikasi jangan sedikit sedikit pake aplikasi malah sulit saja,0
nerima duit mulu bisa suruh ngembangin aplikasi buat bantu masyarakat malah error terus baik aplikasi atau servernya,0
cek,1
pajak terusss jalan rusak bikin ambero jantung protol,0
aplikasi ga jelas eror muluuuuu ga login samsek dih,0
aplikasi gak niat cuma niat nerima duit pajak doang gilir lupa password gk urus langsung apknya klik lupa passwor malah tuju website kosong lol kelas perintah pajak apknya butut banget bagus apk livin yg mana kalo lupa password gampang,0
apk perintah tp low performa rakyat mau pajak aja sulit ujung korupsi,0
manfaat,1
aplikasi sampah mau daftar aja bisa sampah banget rugi lanjur download langsung delete aja,0
baik lagi kok jaring selalu ngak sambung padahal wifi aktif npwp salah apa ribet banget ni aplikasi,0
buruk,0
maklum kerja perintah rata orang tolol semua aplikasi bikin emosi doang yg masuk kerja bawa keluarga jadi sebenernya gabisa kerja,0
sangat lengkap info,1
good,1
hancur login password bener bilang salah ganti password jaring masalah padahal jaring bagus,0
apa guna aplikasi kalau ujung alih web daftar npwp aja ribet gin gak mampu bayar designer kah gak mampu bayar operator kompeten kah,0
apk sampah,0
aplikasi bikin bingung gak satset log in salah terus padahal udah sesuai,0
ribett x kyk uppriittt lupa sandi aja ribet x prose oemulihannya taik,0
kalo buka pake hp kolom informasi nya kurang lengkap minta info admin kerja lelet tanya pagi sore me jelang tutup kantor barudiberi jawab mau buka djp online sesuai tunjuk admin malah ga menu ribet jg org pajak buat npwp yg baharu upa pdf aja muter2 bukan langsung kirim alamat email yg daftar,0
aneh aplikasi ini masuk aplikasi trus keluar mau masuk kata sandi benar no npwp benar bilang eror,1
gk web gk aplikasi semua masalah dikit eror emang tua mana ngerti teknologi,0
apk penuh bug apa perintah apk jelek,0
apk masalah gk jelas,0
klo gak pakai siap jgn share dlu ni aplikasi,0
ga usah sok bikin aplikasi kalo error begini website ga bisa aplikasi sama aja,0
apk gak jelas download tuk habisin paket internet doang masuk tak nomor npwp benar password suda benar tetap gagal masuk kacauu,0
ajar harga orang pak bu rakyat suruh bikin npwp pa daftar aplikasi banyak masalah,0
aplikasi sulit bayar pajak,0
parah ngga buka aplikasi perintah padahal ini,0
buat npwp ribet live chat percuma tdk befungsi alias klik kalau mau bikin apk online siap yg matang,0
lupa email efin ijin hari kerja tanya layan online malah gk bagus solusi layan online mending tutup kalau bantu mudah sulit sulit makin sulit,0
aplikasi sampah,0
baik web aplikasi login ga terang username password cocok padahal benar webnya sekarang kunjung kena retas hacker,0
aplikasi rusak biar kelas bumn kocak,0
,1
aplikasi ilegal guna,0
pw sama no npwp bener tetep login sok omeken rek make hese,0
maksud gimana pertama kali mau bikin npwp kok email pernah pakai padahal baru pertamakali mau bikin hadeh,0
gak dipake yg versi web sama aja,0
,1
payah lu masa mau daftar kaga,0
gak dipake server 101,0
cukup bantu,1
apa2an registrasi aj susah login ber ulang2 ujung2nya gagal sini niat mau bayar pajak malah sulit prose lgi2 ujung2nya nnti masa depan malah kena denda krn ga bayar pajak,0
oc,1
,1
suruh bikin npwp tp aplikasi bobrok udah gonta i provider nyata yg gabisa emang apk nya udah banyak complain tp gak baik gimana,0
pokok aku tau nya online yah aku gak mau arah offline semua online parah login kali kali gagal terus jauh apk sulit ribet penuh tantang arah kesana kesini ngisi form nya jg ribet baik lagi pangkas tautan2 minim mungkin pak jokowi tau marah kayak gin coba aku share ma gibran deh,0
aplikasi buka,0
aplikasi ribet,0
mau taat pajak aja susah apk gembel,0
registrasi aja bikin susah daftar npwp pakai kartu tri gk boleh emang kartu tri ilegal indonesia apa ngurus offline sulit surat terang lurah formulir itu ngurus online sulit benar negara indonesia pingin masyarakat daftar lembaga pajak gak sih kok registrasi aja bikin ribet susah kayak gak pingin masyarakat indonesia daftar lembaga pajak aja aplikasi gak guna ribet berbelit2 gue uninstall aja sekali,0
alhamdulillah j guna banget booong apk apa gua yakin buat pinter ehh boong,0
ngerti teknologi ga sihh,0
aplikasi bantu layan publik apa aplikasi menuhin simpan ngabisan data,0
ripuh,0
aduh bingung datang kantor pajak malah suruh aktivasi aja lewat apk gilir aktivasi effien kode aktivasi nya gakeluar lalu email,1
apk sampah web sampah bubar,0
jelas,0
error terus login benar semua error,0
baru masuk aplikasi udah keluar sendiri baik,0
alhamdulillah npwp daftar makasih banyak awal alami sulit ulang terus terus kali kali akhir lengkap isi npwp per orang,1
aplikasi gembel,0
pa mau foto 1 detik mati aplikasi nya 4 x gak ubah gak foto eror,0
baik bug terus,0
lebih baik pakai websitenya pakai versi ga login pkai websitwle langsung login,0
mudah aman,1
apk ga - emosi make nya ngulang ngulang trus,0
sistem nya gk praktis payah padahal mo bayar pajak tuk akses masuk nya rumit pokok aplikasi bukan bantu malah bikin pusing,0
knpa aplikasi djp sekarang masuk,0
masak mau login nggk,0
punya solusi gk pa mau minta efin masukin kode otp kok error terus ya masa tetap kantor ngurusin nya,1
app sempak banyak bug ga fix problem,0
mau daftar halaman nya sedia trus ngga solusi jadi ngga masuk,0
habis update mlah kayak asu ni aplikasi tpi wajar data negara aja ambrol aplgi mendevelop app,0
banyak bug tiap buka aplikasi selalu keluar pop up update aplikasi update,0
error kalau buat log in,1
apk jembut gin mau buat aja sulit,0
apk gk sesuai expect aplikasi jelek layan jelek siapa pngmbng apk nya pecat gaguna duit kmnain itu yg tua klo gaptek usir aj gguna pgn jd office boy wkwkwk,0
gak cok sruh nunggu 10 mnit krim kode nmor dah bner tpi gk ad sm msuk lawak,0
gabisa login lewat aplikasi sulit orang mau login bukan mudah malah sulit error terus mau login pake aplikasi,0
mantap,1
,1
mantap,1
sampah,0
mantap,1
bukan produk buat negara kalau isi selalu ribet masalah ganggu server timbul banyak masalah ayo tingkat sdm ahli korupsi,0
aplikasi ga guna verifikasi gagal trus ga jelas,0
apa apa an mau masuk dg npwp password sesuai malah gagal masuk bolak balik reset password tetep aja gk masuk,0
mau daftar aja sulit benerin dulu tu server,0
prose minta kode efin kata jaring eror padahal baik2 aja jaring bantu baik,0
wao emezing,1
bagus,1
pliislah daftar pertama link cuma sekali buka kode otp bayar susah sdah 4 email daftar kagak selesai,0
ko ga buka aplikasi,0
banyak yg eror,0
aplikasi gak guna sama sekali log in gak padahal semua data benar sebenernya gak kaget sih sama yg begini,0
parah parah gak becul betol yg buat aplikasi,0
buka daftar hadehhh,0
aplikasi ga jelas aneh horor,0
sistem daftar payah terlalu sulit kirim otp perlu kali padahal masuk benar anggap salah sistem waktu daftar npwp sulit kata sandi selalu anggap salah padahal masuk benar apa kata sandi masuk terlalu sulit sistem lupa kata sandi seta ganti sandi pa mau daftar ulang malah linknya akses aneh buat aplikasi mending hapus saja daftar web bukan sini,0
bagus,1
wahai tong bajil nikmat apa kau dusta aplikasi hubung perintah selalu guna,0
aplikasi gak jelas sulit masyarakat update efin kantor apa guna aplikasi t lol,0
sangat keren mudah buat segala nya,1
ga kerja error,0
kalo liat youtube masuk beberapa menu bagi bawah aku cuma beranda sama bayar,0
apl gimna si mau daftar malah masalah mulu taut masalah ngga sedia kirain mudah malah puyeng,0
buang2 anggar buat aplikasi,0
mau login via npwp kata sandi selalu salah padahal udah bener mau lupa kata sandi jaring selalu putus aplikasi apa ini pajang doang play store biar bukti kalo indonesia bikin aplikasi padahal isi html wkwkwk,0
apk jmbt,0
gagal mulu kode verifikasi udh bener nyoba yg email gagal sm jg gagal hmmm,0
sekali lagi apa kalau layan milik negara ribet makin sulit,0
aplikasi sampah,0
mau daftar ga bisaaaa kocakkk,0
udah daftar online kalo ttep kantor pajak ngapain kntl,0
sangat buruk udah pakai beberapa provider tetap lot terang sandi salah pa klik lupa sandi klik respon,0
gak masuk akun notif akun temu pa cek npwp valid loh,0
mau login susah bener email benar pw bener tetap salah freak kelas pajak apk freak,0
pinginnya pake aplikasi biar lebih mudah tp baru mau masuk kata sandi salah trus padahal pasu kata sandi benar jadi akun malah blokir,0
mantap,1
sedih,0
ampun dah tunggu kode otp aja maut jg kaga sampe,0
lupa kata sandi klik sama sekali fungsi d bantu,0
ux-nya ribet ga integrasi email pakai cara simple daftar npwp terima efin login kata daftar udah install aplikasi mau daftar ubah alih web lagi lah kocak,0
sampah emg baru download mau effin udah tinggal verifikasi lewat email pa buka aplikasi ngulang awal,0
aplikasi koruptor,0
sangat bantu,1
daftar tahun 2016 hari sulit akses situs pajak selalu salah pasword,0
masuk udah ngisi no npwp sama sandi benar,0
aplikasi gajelas,0
perintah bikin aplikasi gak pernah bener problem truss goblokk mana rakyat mau nguruss aja susah sama sistem sering eror duit korup mulu negara lucu,0
login lupa password,0
aplikasi perintah gak ad yg bener bikin aplikasi gimana si masa orng mau login g masuk pantes aja banyak data yg bocor,0
aplikasi ga,0
aplikasi ga mutu lupa katasandi gabisa it payah kerja kerja kerjaaaaaa,0
akses,0
tolonglh baik mau padan ga bikin akun besok hari akhir padan,0
aplikasi sampah gak,0
kesini cuma mau ngasih kata2 mutiara kalian kerja kendali uang bukan otak aplikasi gak pake web situs jangkau bdh bgt sih,0
gak kosongin bintangya urus data guna paja aja gak beres smpe suruh laku padan lagi mau ngurus apk onlinenya ampun iklas aja dah,0
aplikasi anjeng,0
woyyy klo udh apk ngapain pa lupa kata sandi arah web ga bgt dehh tololll udh sulit webnya eror muluuu gilir download apk malah kek taik ngentott pdhl instansi kelas dirjen pajak bukan ecek2 gak mutu bgt,0
biasa kalo aplikasi perintah ga bener website login aplikasi malah ga bisa orang mah kalo niat mudah atur dulu sistem cek dulu alur mantepin dulu servernya baru publish masyarakat paksain buat punya npwp sistem ga siap gimana coba blog,0
aplikasi ganggu terus,0
no coment,0
penasaran ada web maintenance abisin anggar brp hasil kek gin,0
aplikasi hasil koruptor gin busuk bgt gak jelas error mulu anjir emang gw paksa patuh sama perintah yg korup bobrok gin bangkeeee kudu padan data dll ujung data maling orang gara-gara tahan digital nya cm kelas smadav taik lah gw tuntut akhirat semua jabat pajak sampe antek presiden,0
aplikasi tdk guna error terus,0
harap baik semua layan ga,0
password simpan google gak pernah ganti mau login kata salah mulu effin dah npwp nik isi benar error mulu malah pesan error kata daftar lah lalu npwp-nya gaib,0
aplikasi sampah susah log in suruh masukin kode verifikasi yg kata kirim via email tapi ga dikirim2 email ga ada,0
minta lah aku butuh efin gilir mau minta efin aja kendala kata kode verif kirim email kode nya ga masuk kalo minta kode nomor telpon pake pulsa kok jadi ribet gin yah cape tauu,0
bosokkkk,0
aplikasi sampah ga guna yang buat repot aj mending dana ny buat negara aj ngapain alibi buat aplikasi segala web ny ga guna tugas ny slow respon atau emg gda tugas ny nyusahin aj,0
dasar rakyat emang jadi sapi perah mau taat atur aja sulit,0
jelek sekali,0
susah mau login kode verifikasi gk masuk masuk email,0
web lo benerin dlu lah surub bayar pajak ngurusin web aja gk bener,0
busuk nya minta ampun parah ni aplikasi iya live chat gk ngasih solusi w minta efin bilang nya kirim email tp gk juga di tlpon yg abisin pulsa terhung kagak nyusahin rakyat doang busuk,0
nama aja aplikasi pendafataran online live chat putus terus apa,0
aplikasi masalah gak beres udah ganti jaring paket data wifi tetap aja mana gak masuk kata sandi salah dll malah ujung akun blokir padahal barusan selesai daftar,0
aplikasi download baru suruh update terus gws boomer,0
mau urus no efin lupa tp udah isi data komplit tdk kunjung kode verivikasi pdhl email nomer tlpn sesuai yg daftar tolong klu bikin apk yg bener sempurna baru guna jgn kek gin bikin emosi aja,0
buruk,0
good aplikasi,1
bagus tp kadang error mohon tingkat,1
aplikasi banyak bug kurang stabil serta penggunaanya kurang jelas,0
aplikasi jelek,0
busuk bego tolol koplak,0
kode otp gak dikirim2 udah coba berkali2,0
lupa efin terus data udah lengkap semua pa verifikasi ga sm gmail yg masuk nomor padahal udah berulangkali nyoba gimana nih solusi,0
manfaat,0
busuk masukin email jga kaga malah kata gagal cari email kocak no efin,0
anggar kemanain ini kok gk yg beres apk perintah parah parah,0
sumpah gak jelass mau padan npwp16 login aja gak padahl udah benar nik npwp gak masul masuk malah terang nya temu emang buat perintah gak gina nya sampah semua banyak korupsiii gak gunaaaaaaa bamgsaaaat,0
verifikasi kode gabisa terus gin aplikasi milik perintah,0
kode verifikasi kirim kirim mana baghdad saya nunggu kode verifikasi ulang ulang habis waktu saja percuma buat aplikasi akhir tetep disuruu dateng kpp gemblung,0
parah loginnya,0
aplikasi keluar sendiri,1
masukin nik mau lengkap,0
nyata,0
kelas perintah indonesia aplikasi kayak gin pajak trs tingkat,0
yuk report apk nya playstore apk curiga biar hapus aplikasi sampah,0
aplikasi guna serba error bahkan websitenya error internet udah 100mbps aja error tolol emang,0
minta efin mw taat pajak aja susah ga obat,0
mau login ga ga milik kode efin daftar ga login samsek jadi buat lapor pajak ga bisa,1
busek wae seko play store apk ra mutu log in wae susah muat ulang wae meh ganti npwp gawe susah,0
aplikasi perintah gak bener,0
aplikasi jamet lupa password pa selesai mau login ga bisa ga becus bikin aplikasi padahal dana tumpah2 cape bgt cuman buat login allah,0
aplikasi perintah sulit masyarakat wa nyuruh lapor online gilir akses aplikasi susah minta ampun hadehhhh,0
aplikasi taee perintah klw bikin apa2 gak pernah beres,0
fungsi,0
buka website gabisa gilir download apk nya sama juga pantes aja rating nya kecil padahal kelas aplikasi perintah cinta indonesia,0
web aplikasi sampah gak ku bayar pajak mampus kau capek ribet lagin dalah trus,0
sampahh,0
baru pertama kali nemu apk daftar datang kantor,0
aplikasi jelek ga,0
mau ganti npwp16aja susah tengah mati webnya isi salah mulu pdhl dah bener,0
